,Job Title,Company Name,Location,Salary,Summary
153,Senior Data Scientist,TCPWave,"Hyderabad, Telangana",Nothing_found,"A senior data scientist will assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need."
154,Data Scientist,ABB,"Bengaluru, Karnataka",Nothing_found,Conceptualizing and developing prescriptive analytic algorithms for rotating machinery and industrial structures based on vibration data.
155,Lead Data Scientist / Machine Learning Expert,Bidgely,"Bengaluru, Karnataka",Nothing_found,"Strong intuition for data and Keen aptitude on large scale data analysis.
You must enjoy working with large data and finding interesting patterns in the data…"
156,Scientist - LCM,PI Industries Ltd.,"Jambusar, Gujarat",Nothing_found,"Binding of experimental analytical data sheets and submission of lab documents to library.
Position Title: Scientist - Life Cycle Management."
157,Deputy Manager - Data Science - Insights,PepsiCo,"Hyderabad, Telangana",Nothing_found,"Hands-on modeler/data scientist.
Actively test data science concepts, and technologies that can be scaled across portfolio.
Building new marketing mix models."
158,Senior Data Scientist- Computer Vision,Walmart,"Bengaluru, Karnataka",Nothing_found,"We are building smart data systems that ingest, model and analyse massive flow of data from online and offline activity.
Product from inception to production."
159,Sr. Data Scientist,NetApp,"Bengaluru, Karnataka",Nothing_found,"A master’s degree is data science, data analysis or statistics is preferred.
5+ years of experience in data analysis and business insights."
160,Senior Data Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"We hire people excited to solve the hard problems, eager to work in a larger team of data scientists and engineers and ready to make an impact on how the web…"
161,Senior Data Scientist,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹16,00,000 a year",Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets.
162,Data Scientist | Kolkata | 2 to 4 years,PNR Software Solutions,"Kolkata, West Bengal",Nothing_found,"Hands on experience with data models and data warehousingtechnologies.
Enhancing data collection procedures to include information that is relevant for building…"
163,Senior Data Scientist,GrabTaxi Pte Ltd,India,Nothing_found,"Proficient in one data science friendly programming languages like R, Python or Scala with strong capabilities in data manipulation, writing ETLs and doing data…"
164,Machine Learning and Computer Vision Engineers,APPIN CLIENT,"Coimbatore, Tamil Nadu",Nothing_found,"Extensive data modeling, preprocessing and data architecture skills.
Understanding of data structures, data modeling, and software architecture."
165,Data Scientist,Sentieo,"New Delhi, Delhi",Nothing_found,"Comfortable with data visualization tools like pandas,seaborn and matplotlib.
Enhancing data collection procedures to include information that is relevant for…"
166,Data Scientist,Zauba Corp,"Bengaluru, Karnataka",Nothing_found,"Design and development of robust, scalable and highly efficient data engineering solutions for structured and unstructured data."
167,Data Scientist,skilora,Remote,Nothing_found,"Experience: 2 - 7 years in data scientist, software engineering( Required ).
Ability to work in a diverse multi-disciplinary team including engineers, data…"
168,Big Data part time job/internship at Delhi,Rit Learning Fields Private Limited,"Delhi, Delhi","₹6,000 a month","Working on user interaction and data mining.
With the transformation of education as our core, Rit Learning Field is a startup that works on building…"
169,Machine Learning and Data Scientist,Camsdata,"Mumbai, Maharashtra",Nothing_found,"Participate in data architecture and engineering decision-making to support analyticsUnderstanding machine learning algorithms.
Exp: 3 to 8 yrs."
170,Sr. Data Scientist,SoulPage IT Solutions,"Hyderabad, Telangana",Nothing_found,Manage relationship with business stakeholders acting as embedded data scientist constantly thinking about data science solutions to make business better.
171,Data Scientist,Exeliq Consulting,"Kandivali, Mumbai, Maharashtra",Nothing_found,"Currently we are looking for a Senior Computer Vision Engineer who is passionate about the sphere of Big Data, Data Science and AI."
172,Data Scientist - Computer Vision NLP,Yash Technologies,"Indore, Madhya Pradesh",Nothing_found,"Min 3+ years of relevant experience in data analytics.
Experience in developing minimum viable product related to data analytics."
173,Data Science Intern,ACROBYTE TECHNOLOGIES,Remote,Nothing_found,"Analyze raw data: assessing quality, cleansing, structuring for downstream processing.
Design accurate and scalable prediction algorithms."
174,Data Scientist,MAKRO,"Hyderabad, Telangana",Nothing_found,"Undertakepreprocessing of structured and unstructured data.
Identifyvaluable data sources and automate collection processes.
Posted On 8/21/2020."
175,Data And Analytics_AI,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹16,00,000 a year","Excellent Knowledge and expertise in 2 or more of the following areas: Statistical Modelling, Machine Learning, Operations Research, Neural Networks, Deep…"
176,"Data Scientist, Analytics, BI Engineer",RAACOM Infosystems,"Hyderabad, Telangana",Nothing_found,"If you come from a strong data analytics / data science background with technical experience across data mining & filtration, statistical data modeling – this…"
177,Data Analyst India,Cloud Mentor,"Gurgaon, Haryana","₹3,00,000 - ₹15,00,000 a year","Load data into Salesforce using Data Loader or other ETL middleware.
Transform data primarily using TSQL (and other tools as needed)."
178,Data Scientist - Lead,Climate Connect,"Pune, Maharashtra",Nothing_found,"This is a data science and ML focused position.
Able to access and work with various data APIs.
Experience working with large databases to access, manipulate…"
179,RA - Data Analyst,ANI Calls India Private Limited,"Hyderabad, Telangana","₹8,00,000 - ₹16,00,000 a year","Design, develop and implement data science and business analytics models for problem solving.
Analyze and evaluate research and interpret data, making sure that…"
180,Forensic Data Analytics,ANI Calls India Private Limited,"Noida, Uttar Pradesh","₹8,00,000 - ₹18,00,000 a year","Solid organizational skills, especially the ability to meet project deadlines with a focus on details.
Ability to encourage a team environment on engagements."
181,Data Scientist,Axxonet System Technologies Private Limited,"Bengaluru, Karnataka",Nothing_found,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and…"
182,Sr. Data Scientist / Machine learning Expert,Bidgely,"Bengaluru, Karnataka",Nothing_found,"Strong intuition for data and Keen aptitude on large scale data analysis.
You must enjoy working with large data and finding interesting patterns in the data…"
183,Manager Data Scientist,Innefu Labs Pvt. Ltd.,"Delhi, Delhi",Nothing_found,"Must be able to handle deployment complexities like big data management, model integration to existing environment.
More than 100+ clients in India."
184,Senior Data Scientist,Microsoft,"Hyderabad, Telangana",Nothing_found,"We hire people excited to solve the hard problems, eager to work in a larger team of data scientists and engineers and ready to make an impact on how the web…"
185,Senior Data Scientist,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹16,00,000 a year",Excellent SQL skills and the ability to use tools such as Python or R to work efficiently at scale with large data sets.
186,Data Scientist | Kolkata | 2 to 4 years,PNR Software Solutions,"Kolkata, West Bengal",Nothing_found,"Hands on experience with data models and data warehousingtechnologies.
Enhancing data collection procedures to include information that is relevant for building…"
187,MIS Executive / Data Analyst,Solitaire Infotech Solution,"Jabalpur, Madhya Pradesh","₹1,30,000 - ₹3,40,000 a year","Excellent knowledge of MS excel like (V-lookup, H-Lookup, Pivot, Conditional formatting etc), Word (Mail merge), and Outlook.
Experience- 0-2 year and above."
188,Junior Environmental Scientist or Engineer,Trace Associates,"Alwal, Hyderabad, Telangana",Nothing_found,"We are looking for junior environmental scientists or engineers.
Assist project managers with general office tasks including developing work plans, cost…"
189,Transformation Data Analyst,CAPCO,"Bengaluru, Karnataka",Nothing_found,"Experience in Systems analysis and understands data architecture.
Knowledge of data required for risk modelling (i.e. Understands Risk Weighted Assets,…"
190,Machine Learning (Computer Vision) Internship,RoadMetrics,"Bengaluru, Karnataka","₹7,500 a month","Build end-to-end data pipelines to handle and manage large amounts of data 4.
RoadMetrics provides an accurate, efficient and portable solution to all road…"
